id,default_code,product_desc,location_name,serial_num,cost,quantity,categ
7773,1007737-002,CMP:OPT:HYLA:BELUGA:PRISM_2:7.5DEG (copy),E9,1007737-002-0000000056,724.8493000000001,1.0,Raw Materials
7773,1007737-002,CMP:OPT:HYLA:BELUGA:PRISM_2:7.5DEG (copy),E9,1007737-002-0000000057,724.8493000000001,1.0,Raw Materials
7773,1007737-002,CMP:OPT:HYLA:BELUGA:PRISM_2:7.5DEG (copy),E9,1007737-002-0000000058,724.8493000000001,1.0,Raw Materials
7773,1007737-002,CMP:OPT:HYLA:BELUGA:PRISM_2:7.5DEG (copy),E9,1007737-002-0000000059,724.8493000000001,1.0,Raw Materials
7773,1007737-002,CMP:OPT:HYLA:BELUGA:PRISM_2:7.5DEG (copy),E9,1007737-002-0000000060,724.8493000000001,1.0,Raw Materials
9273,1001149-015,ASY:PCA:GOHAN (copy),A3,1001149-015-0000000958,169.1343,1.0,Raw Materials
9273,1001149-015,ASY:PCA:GOHAN (copy),A3,1001149-015-0000000959,169.1343,1.0,Raw Materials
9273,1001149-015,ASY:PCA:GOHAN (copy),A3,1001149-015-0000000960,169.1343,1.0,Raw Materials
9273,1001149-015,ASY:PCA:GOHAN (copy),A3,1001149-015-0000000961,169.1343,1.0,Raw Materials
9273,1001149-015,ASY:PCA:GOHAN (copy),A3,1001149-015-0000000962,169.1343,1.0,Raw Materials
9273,1001149-015,ASY:PCA:GOHAN (copy),A3,1001149-015-0000000963,169.1343,1.0,Raw Materials
7735,1007735-001,CMP:OPT:HYLA:BELUGA:MIRROR_1 (copy),E6,1007735-001-0000000039,131.3092,1.0,Raw Materials
7772,1007736-002,CMP:OPT:HYLA:BELUGA:PRISM_1:17.8DEG (copy),E9,1007736-002-0000000047,602.8599,1.0,Raw Materials
8340,1007850-002,CMP:MEC:WB:CABLESIDE:4CH:OPT:CONNECTOR (copy),Input,1007850-002-0000000054,1385.0,1.0,Raw Materials
7772,1007736-002,CMP:OPT:HYLA:BELUGA:PRISM_1:17.8DEG (copy),E9,1007736-002-0000000055,602.8599,1.0,Raw Materials
7772,1007736-002,CMP:OPT:HYLA:BELUGA:PRISM_1:17.8DEG (copy),E9,1007736-002-0000000056,602.8599,1.0,Raw Materials
7772,1007736-002,CMP:OPT:HYLA:BELUGA:PRISM_1:17.8DEG (copy),E9,1007736-002-0000000057,602.8599,1.0,Raw Materials
7772,1007736-002,CMP:OPT:HYLA:BELUGA:PRISM_1:17.8DEG (copy),E9,1007736-002-0000000058,602.8599,1.0,Raw Materials
7772,1007736-002,CMP:OPT:HYLA:BELUGA:PRISM_1:17.8DEG (copy),E9,1007736-002-0000000059,602.8599,1.0,Raw Materials
7772,1007736-002,CMP:OPT:HYLA:BELUGA:PRISM_1:17.8DEG (copy),E9,1007736-002-0000000060,602.8599,1.0,Raw Materials
8342,1007849-002,CMP:MEC:WB:PANEL:MOUNT:4CH:OPT:CONNECTOR (copy) (copy),E4,1007849-002-0000000051,1255.0,1.0,Raw Materials
8342,1007849-002,CMP:MEC:WB:PANEL:MOUNT:4CH:OPT:CONNECTOR (copy) (copy),E4,1007849-002-0000000052,1255.0,1.0,Raw Materials
9449,1009452-001,CMP:FAS:OPT:SP25:0PRISM-S,H2,1009452-001-0000000007,373.40000000000003,1.0,Raw Materials
7549,1007222-002,ASY:PCA:XENA-GOKU (copy),E8,1007222-002-0000000099,89.8464,1.0,Raw Materials
7549,1007222-002,ASY:PCA:XENA-GOKU (copy),E8,1007222-002-0000000100,89.8464,1.0,Raw Materials
7549,1007222-002,ASY:PCA:XENA-GOKU (copy),E8,1007222-002-0000000101,89.8464,1.0,Raw Materials
7549,1007222-002,ASY:PCA:XENA-GOKU (copy),E8,1007222-002-0000000102,89.8464,1.0,Raw Materials
7549,1007222-002,ASY:PCA:XENA-GOKU (copy),E8,1007222-002-0000000103,89.8464,1.0,Raw Materials
7549,1007222-002,ASY:PCA:XENA-GOKU (copy),E8,1007222-002-0000000104,89.8464,1.0,Raw Materials
7549,1007222-002,ASY:PCA:XENA-GOKU (copy),E8,1007222-002-0000000105,89.8464,1.0,Raw Materials
7549,1007222-002,ASY:PCA:XENA-GOKU (copy),E8,1007222-002-0000000106,89.8464,1.0,Raw Materials
7549,1007222-002,ASY:PCA:XENA-GOKU (copy),E8,1007222-002-0000000107,89.8464,1.0,Raw Materials
7549,1007222-002,ASY:PCA:XENA-GOKU (copy),E8,1007222-002-0000000108,89.8464,1.0,Raw Materials
9449,1009452-001,CMP:FAS:OPT:SP25:0PRISM-S,H2,1009452-001-0000000008,373.40000000000003,1.0,Raw Materials
9469,1009403-003,CMP:FAS:OPT:SP25:EPRISM2-P (copy),H2,1009403-003-0000000001,280.8,1.0,Raw Materials
9469,1009403-003,CMP:FAS:OPT:SP25:EPRISM2-P (copy),H2,1009403-003-0000000002,280.8,1.0,Raw Materials
9469,1009403-003,CMP:FAS:OPT:SP25:EPRISM2-P (copy),H2,1009403-003-0000000003,280.8,1.0,Raw Materials
3906,1003939-004,SEN:CMP:MEC:NAT:GOKU5:WINDOW,Quarantine Stock,1003939-004-0000000122,46.5992,1.0,Raw Materials
3906,1003939-004,SEN:CMP:MEC:NAT:GOKU5:WINDOW,Quarantine Stock,1003939-004-0000000123,46.5992,1.0,Raw Materials
3906,1003939-004,SEN:CMP:MEC:NAT:GOKU5:WINDOW,Quarantine Stock,1003939-004-0000000129,46.5992,1.0,Raw Materials
3906,1003939-004,SEN:CMP:MEC:NAT:GOKU5:WINDOW,Quarantine Stock,1003939-004-0000000132,46.5992,1.0,Raw Materials
3906,1003939-004,SEN:CMP:MEC:NAT:GOKU5:WINDOW,Quarantine Stock,1003939-004-0000000133,46.5992,1.0,Raw Materials
3906,1003939-004,SEN:CMP:MEC:NAT:GOKU5:WINDOW,Quarantine Stock,1003939-004-0000000134,46.5992,1.0,Raw Materials
3906,1003939-004,SEN:CMP:MEC:NAT:GOKU5:WINDOW,Quarantine Stock,1003939-004-0000000135,46.5992,1.0,Raw Materials
3906,1003939-004,SEN:CMP:MEC:NAT:GOKU5:WINDOW,Quarantine Stock,1003939-004-0000000136,46.5992,1.0,Raw Materials
7041,1007041-001,SEN:CMP:ASY:GOKU5:TRANSCEIVER (copy),Finished Goods,1007041-001-0000000080,3501.7145,1.0,WIP
3906,1003939-004,SEN:CMP:MEC:NAT:GOKU5:WINDOW,Quarantine Stock,1003939-004-0000000139,46.5992,1.0,Raw Materials
3906,1003939-004,SEN:CMP:MEC:NAT:GOKU5:WINDOW,Quarantine Stock,1003939-004-0000000141,46.5992,1.0,Raw Materials
3906,1003939-004,SEN:CMP:MEC:NAT:GOKU5:WINDOW,Quarantine Stock,1003939-004-0000000150,46.5992,1.0,Raw Materials
9273,1001149-015,ASY:PCA:GOHAN (copy),A3,1001149-015-0000000964,169.1343,1.0,Raw Materials
8098,1008084-002,CMP:MEC:HYLA:SUB_STR:LOWER (copy),C5,1008084-002-0000000003,536.7222,6.0,Raw Materials
9469,1009403-003,CMP:FAS:OPT:SP25:EPRISM2-P (copy),H2,1009403-003-0000000004,280.8,1.0,Raw Materials
8126,1008126-001,ASY:SYS:HOOD:CALIBRATION:HYLA (copy),E5,,221.9643,1.0,Raw Materials
8554,1007923-005,CMP:MEC:HYLA:FAN_HOUSING_DUCTING (copy),C6,1007923-005-0000000002,120.0,5.0,Raw Materials
8554,1007923-005,CMP:MEC:HYLA:FAN_HOUSING_DUCTING (copy),C6,1007923-005-0000000003,120.0,25.0,Raw Materials
8555,1007932-005,CMP:MEC:HYLA:COOLING_VANITY_PLATE (copy),C6,1007932-005-0000000002,35.0,5.0,Raw Materials
8555,1007932-005,CMP:MEC:HYLA:COOLING_VANITY_PLATE (copy),C6,1007932-005-0000000003,35.0,30.0,Raw Materials
9469,1009403-003,CMP:FAS:OPT:SP25:EPRISM2-P (copy),H2,1009403-003-0000000005,280.8,1.0,Raw Materials
9273,1001149-015,ASY:PCA:GOHAN (copy),A3,1001149-015-0000000965,169.1343,1.0,Raw Materials
7168,1007168-001,ASY:CBL:DTM-8M:M12-A-8F:100MM (copy),D4,1007168-001-0000000007,10.0,21.0,Raw Materials
8127,1008127-001,CMP:MEC:HOOD:CALIBRATION:HYLA:PART_1 (copy),E4,,312.2222,3.0,Raw Materials
7804,1007738-002,CMP:OPT:HYLA:BELUGA:WINDOW (copy),Quarantine Stock,1007738-002-0000000064,174.2966,1.0,Raw Materials
7804,1007738-002,CMP:OPT:HYLA:BELUGA:WINDOW (copy),Quarantine Stock,1007738-002-0000000063,174.2966,1.0,Raw Materials
7804,1007738-002,CMP:OPT:HYLA:BELUGA:WINDOW (copy),Quarantine Stock,1007738-002-0000000056,174.2966,1.0,Raw Materials
7804,1007738-002,CMP:OPT:HYLA:BELUGA:WINDOW (copy),Quarantine Stock,1007738-002-0000000060,174.2966,1.0,Raw Materials
9273,1001149-015,ASY:PCA:GOHAN (copy),A3,1001149-015-0000000966,169.1343,1.0,Raw Materials
9273,1001149-015,ASY:PCA:GOHAN (copy),A3,1001149-015-0000000967,169.1343,1.0,Raw Materials
9358,1009361-001,CMP:SAS:MEC:SP25:PRISM_REAR,H2,1009361-001-0000000022,417.35,1.0,Raw Materials
9273,1001149-015,ASY:PCA:GOHAN (copy),A3,1001149-015-0000000968,169.1343,1.0,Raw Materials
9273,1001149-015,ASY:PCA:GOHAN (copy),A3,1001149-015-0000000969,169.1343,1.0,Raw Materials
8024,1007848-002,CMP:MEC:HYLA:ZERO_ORDER_GUARD (copy),E8,1007848-002-0000000003,35.264,30.0,Raw Materials
7919,1007919-001,CMP:MEC:HYLA:MOUNT:ANGLED_GOHAN (copy),E8,1007919-001-0000000003,34.5571,21.0,Raw Materials
3955,1001343-003,SEN:CMP:OPT:CRYSTAL:HALFWAVE:PLATE:7MM:ARC,A5,1001343-003-0000000022,67.34230000000001,4.0,Raw Materials
9469,1009403-003,CMP:FAS:OPT:SP25:EPRISM2-P (copy),H2,1009403-003-0000000006,280.8,1.0,Raw Materials
9221,1007706-006,ASY:SYS:HYLA:MODULE:COOLING (copy),Finished Goods,1007706-006-0000000007,840.1977,1.0,WIP
7718,1007718-001,CMP:MEC:HYLA:BASE_PLATE (copy),E4,1007718-001-0000000056,176.9763,1.0,Raw Materials
7718,1007718-001,CMP:MEC:HYLA:BASE_PLATE (copy),E4,1007718-001-0000000057,176.9763,1.0,Raw Materials
7718,1007718-001,CMP:MEC:HYLA:BASE_PLATE (copy),E4,1007718-001-0000000058,176.9763,1.0,Raw Materials
7718,1007718-001,CMP:MEC:HYLA:BASE_PLATE (copy),E4,1007718-001-0000000059,176.9763,1.0,Raw Materials
7718,1007718-001,CMP:MEC:HYLA:BASE_PLATE (copy),E4,1007718-001-0000000060,176.9763,1.0,Raw Materials
7718,1007718-001,CMP:MEC:HYLA:BASE_PLATE (copy),E4,1007718-001-0000000061,176.9763,1.0,Raw Materials
7718,1007718-001,CMP:MEC:HYLA:BASE_PLATE (copy),E4,1007718-001-0000000062,176.9763,1.0,Raw Materials
7718,1007718-001,CMP:MEC:HYLA:BASE_PLATE (copy),E4,1007718-001-0000000063,176.9763,1.0,Raw Materials
7718,1007718-001,CMP:MEC:HYLA:BASE_PLATE (copy),E4,1007718-001-0000000064,176.9763,1.0,Raw Materials
7718,1007718-001,CMP:MEC:HYLA:BASE_PLATE (copy),E4,1007718-001-0000000065,176.9763,1.0,Raw Materials
7718,1007718-001,CMP:MEC:HYLA:BASE_PLATE (copy),E4,1007718-001-0000000066,176.9763,1.0,Raw Materials
9358,1009361-001,CMP:SAS:MEC:SP25:PRISM_REAR,H2,1009361-001-0000000023,417.35,1.0,Raw Materials
9358,1009361-001,CMP:SAS:MEC:SP25:PRISM_REAR,H2,1009361-001-0000000024,417.35,1.0,Raw Materials
7692,1007692-001,PCB:ZORRO (copy),D5,1007692-001-0000000035,21.5058,1.0,Raw Materials
7692,1007692-001,PCB:ZORRO (copy),D5,1007692-001-0000000036,21.5058,1.0,Raw Materials
7692,1007692-001,PCB:ZORRO (copy),D5,1007692-001-0000000037,21.5058,1.0,Raw Materials
7692,1007692-001,PCB:ZORRO (copy),D5,1007692-001-0000000038,21.5058,1.0,Raw Materials
9358,1009361-001,CMP:SAS:MEC:SP25:PRISM_REAR,H2,1009361-001-0000000025,417.35,1.0,Raw Materials
7389,1001566-004,SYS:ASY:CBL:DICEROS:PSU:PPS:GPS:30CM (copy),D3,1001566-004-0000000003,55.25,1.0,Raw Materials
8287,1007716-003,ENG:CMP:ASY:EDF:DIAMOND (copy),Baraja Pty Ltd: Subcontracting Location,1007716-003-0000000011,7247.2421,1.0,Raw Materials
8246,1007020-003,CMP:MEC:ENCODER:TCUT_ENCODER_WHEEL_374 (copy),E7,1007020-003-0000000073,25.991600000000002,1.0,Raw Materials
9358,1009361-001,CMP:SAS:MEC:SP25:PRISM_REAR,H2,1009361-001-0000000026,417.35,1.0,Raw Materials
8246,1007020-003,CMP:MEC:ENCODER:TCUT_ENCODER_WHEEL_374 (copy),E7,1007020-003-0000000076,25.991600000000002,1.0,Raw Materials
8246,1007020-003,CMP:MEC:ENCODER:TCUT_ENCODER_WHEEL_374 (copy),E7,1007020-003-0000000077,25.991600000000002,1.0,Raw Materials
8246,1007020-003,CMP:MEC:ENCODER:TCUT_ENCODER_WHEEL_374 (copy),E7,1007020-003-0000000078,25.991600000000002,1.0,Raw Materials
8246,1007020-003,CMP:MEC:ENCODER:TCUT_ENCODER_WHEEL_374 (copy),E7,1007020-003-0000000074,25.991600000000002,1.0,Raw Materials
8210,1008210-001,SEN:ASY:CBL:CONDUIT:M16:12M:2CH,Finished Goods,1008210-001-0000000027,1995.3000000000002,1.0,WIP
8127,1008127-001,CMP:MEC:HOOD:CALIBRATION:HYLA:PART_1 (copy),Input,,312.2222,2.0,Raw Materials
8246,1007020-003,CMP:MEC:ENCODER:TCUT_ENCODER_WHEEL_374 (copy),E7,1007020-003-0000000079,25.991600000000002,1.0,Raw Materials
8246,1007020-003,CMP:MEC:ENCODER:TCUT_ENCODER_WHEEL_374 (copy),E7,1007020-003-0000000080,25.991600000000002,1.0,Raw Materials
2924,1001569-001,SYS:CMP:ELC:CBL:IEC:US:MAINS,D10,1001569-001-0000000003,6.010400000000001,5.0,Raw Materials
7696,1007696-001,ENG:CMP:OPT:APD:MM:50UM:LC:1M:GI:BALL:LENS (copy),D5,1007696-001-0000000139,55.924600000000005,1.0,Raw Materials
7696,1007696-001,ENG:CMP:OPT:APD:MM:50UM:LC:1M:GI:BALL:LENS (copy),D5,1007696-001-0000000140,55.924600000000005,1.0,Raw Materials
7696,1007696-001,ENG:CMP:OPT:APD:MM:50UM:LC:1M:GI:BALL:LENS (copy),D5,1007696-001-0000000142,55.924600000000005,1.0,Raw Materials
7696,1007696-001,ENG:CMP:OPT:APD:MM:50UM:LC:1M:GI:BALL:LENS (copy),D5,1007696-001-0000000143,55.924600000000005,1.0,Raw Materials
7696,1007696-001,ENG:CMP:OPT:APD:MM:50UM:LC:1M:GI:BALL:LENS (copy),D5,1007696-001-0000000144,55.924600000000005,1.0,Raw Materials
7696,1007696-001,ENG:CMP:OPT:APD:MM:50UM:LC:1M:GI:BALL:LENS (copy),D5,1007696-001-0000000145,55.924600000000005,1.0,Raw Materials
7696,1007696-001,ENG:CMP:OPT:APD:MM:50UM:LC:1M:GI:BALL:LENS (copy),D5,1007696-001-0000000146,55.924600000000005,1.0,Raw Materials
7696,1007696-001,ENG:CMP:OPT:APD:MM:50UM:LC:1M:GI:BALL:LENS (copy),D5,1007696-001-0000000147,55.924600000000005,1.0,Raw Materials
7696,1007696-001,ENG:CMP:OPT:APD:MM:50UM:LC:1M:GI:BALL:LENS (copy),D5,1007696-001-0000000148,55.924600000000005,1.0,Raw Materials
7696,1007696-001,ENG:CMP:OPT:APD:MM:50UM:LC:1M:GI:BALL:LENS (copy),D5,1007696-001-0000000149,55.924600000000005,1.0,Raw Materials
7696,1007696-001,ENG:CMP:OPT:APD:MM:50UM:LC:1M:GI:BALL:LENS (copy),D5,1007696-001-0000000150,55.924600000000005,1.0,Raw Materials
2875,1005770-001,ASY:SEN:BLU:GOKU:GOKU6,Finished Goods,1005770-001-0000000154,11867.76,1.0,WIP
2775,1006245-001,SYS:ASY:CMP:CONDUIT:CONNECTOR:M25:2CH,Finished Goods,1006245-001-0000000001,150.8403,1.0,Raw Materials
6950,1006380-001,ASY:ENG:BLU:ANGIE:2CH,Quarantine Stock,1006380-001-0000000436,8272.3654,1.0,WIP
3906,1003939-004,SEN:CMP:MEC:NAT:GOKU5:WINDOW,Quarantine Stock,1003939-004-0000000114,46.5992,1.0,Raw Materials
7472,1007177-002,SEN:CMP:MEC:MOTOR:THIN_GAP:MOUNT:STATOR_G6_1 (copy),Input,1007177-002-0000000002,40.489000000000004,1.0,Raw Materials
3418,1001160-001,ENG:CMP:MEC:DICEROS:FIBRE:RETAINER,D9,1001160-001-0000000008,42.6015,4.0,Raw Materials
3417,1001159-001,ENG:CMP:MEC:DICEROS:CABLE:RETAINER,D9,1001159-001-0000000007,46.6102,1.0,Raw Materials
3418,1001160-001,ENG:CMP:MEC:DICEROS:FIBRE:RETAINER,D9,1001160-001-0000000006,42.6015,1.0,Raw Materials
9358,1009361-001,CMP:SAS:MEC:SP25:PRISM_REAR,H2,1009361-001-0000000027,417.35,1.0,Raw Materials
7004,1007004-001,SEN:CMP:MEC:MOTOR:THIN:GAP (copy),Quarantine Stock,1007004-001-0000000039,1702.3817000000001,1.0,WIP
9221,1007706-006,ASY:SYS:HYLA:MODULE:COOLING (copy),Finished Goods,1007706-006-0000000008,840.1977,1.0,WIP
4015,1001380-002,SENS:ADAPT:ALU:NATURAL:GOKU3:PRISM2_BRACKET,A9,1001380-002-0000000004,76.42,8.0,Raw Materials
4065,1001387-005,SENS:ADAPT:WHITE:GOKU:FIBRE_ORG_TRAY,A9,1001387-005-0000000011,21.02,20.0,Raw Materials
4065,1001387-005,SENS:ADAPT:WHITE:GOKU:FIBRE_ORG_TRAY,A9,1001387-005-0000000010,21.02,5.0,Raw Materials
3827,1001410-003,SEN:CMP:MEC:ACE:NAT:GOKU:CLAMP:GRATING,A9,1001410-003-0000000029,41.63,49.0,Raw Materials
3827,1001410-003,SEN:CMP:MEC:ACE:NAT:GOKU:CLAMP:GRATING,A9,1001410-003-0000000028,41.63,38.0,Raw Materials
8340,1007850-002,CMP:MEC:WB:CABLESIDE:4CH:OPT:CONNECTOR (copy),Quarantine Stock,1007850-002-0000000007,1385.0,1.0,Raw Materials
3580,1005765-001,ENG:CMP:OPT:APD:MM:50UM:LC:1M:GI:BALL:LENS,WIP,1005765-001-0000000516,53.671600000000005,1.0,Raw Materials
3827,1001410-003,SEN:CMP:MEC:ACE:NAT:GOKU:CLAMP:GRATING,A9,1001410-003-0000000027,41.63,1.0,Raw Materials
3417,1001159-001,ENG:CMP:MEC:DICEROS:CABLE:RETAINER,D9,1001159-001-0000000009,46.6102,-1.0,Raw Materials
8177,1008177-001,CMP:MEC:DIAMOND:OPTICAL_GUIDE:LONG (copy),Quarantine Stock,1008177-001-0000000001,468.63500000000005,1.0,Raw Materials
4199,1006271-001,SYS:CMP:MEC:TOOL:REMOVAL:LC:ADAPTER,B3,,0.0014,22.0,Raw Materials
2910,1001872-001,BARREL:JACK:6.5A:2.1MM:5.5MM,C10,1001872-001-0000000003,2.9835000000000003,17.0,Raw Materials
2910,1001872-001,BARREL:JACK:6.5A:2.1MM:5.5MM,C10,1001872-001-0000000002,2.9835000000000003,1.0,Raw Materials
3091,1004864-001,CMP:OPT:CONN:LC-LC:2X,C10,1004864-001-0000000005,7.840000000000001,25.0,Raw Materials
3091,1004864-001,CMP:OPT:CONN:LC-LC:2X,C10,1004864-001-0000000004,7.840000000000001,7.0,Raw Materials
3091,1004864-001,CMP:OPT:CONN:LC-LC:2X,C10,1004864-001-0000000002,7.840000000000001,24.0,Raw Materials
4178,1005111-001,SYS:CMP:POL:BLK:TUBING:HEAT_SHRINK:3.2MM,C4,1005111-001-0000000001,3.188,3.975,Raw Materials
2921,1001565-001,CMP:CBL:EDFA:DICEROS:RED,D10,1001565-001-0000000005,18.240000000000002,9.0,Raw Materials
2921,1001565-001,CMP:CBL:EDFA:DICEROS:RED,D10,1001565-001-0000000004,18.240000000000002,8.0,Raw Materials
4051,1001495-002,SENS:ADAPT:NATURAL:GOKU:P3_WINDOW,B10,1001495-002-0000000184,221.20000000000002,1.0,Raw Materials
4051,1001495-002,SENS:ADAPT:NATURAL:GOKU:P3_WINDOW,B10,1001495-002-0000000185,221.20000000000002,1.0,Raw Materials
4051,1001495-002,SENS:ADAPT:NATURAL:GOKU:P3_WINDOW,B10,1001495-002-0000000186,221.20000000000002,1.0,Raw Materials
4051,1001495-002,SENS:ADAPT:NATURAL:GOKU:P3_WINDOW,B10,1001495-002-0000000187,221.20000000000002,1.0,Raw Materials
4051,1001495-002,SENS:ADAPT:NATURAL:GOKU:P3_WINDOW,B10,1001495-002-0000000188,221.20000000000002,1.0,Raw Materials
4051,1001495-002,SENS:ADAPT:NATURAL:GOKU:P3_WINDOW,B10,1001495-002-0000000189,221.20000000000002,1.0,Raw Materials
4051,1001495-002,SENS:ADAPT:NATURAL:GOKU:P3_WINDOW,B10,1001495-002-0000000190,221.20000000000002,1.0,Raw Materials
4051,1001495-002,SENS:ADAPT:NATURAL:GOKU:P3_WINDOW,B10,1001495-002-0000000191,221.20000000000002,1.0,Raw Materials
4051,1001495-002,SENS:ADAPT:NATURAL:GOKU:P3_WINDOW,B10,1001495-002-0000000192,221.20000000000002,1.0,Raw Materials
4051,1001495-002,SENS:ADAPT:NATURAL:GOKU:P3_WINDOW,B10,1001495-002-0000000193,221.20000000000002,1.0,Raw Materials
4051,1001495-002,SENS:ADAPT:NATURAL:GOKU:P3_WINDOW,B10,1001495-002-0000000194,221.20000000000002,1.0,Raw Materials
4051,1001495-002,SENS:ADAPT:NATURAL:GOKU:P3_WINDOW,B10,1001495-002-0000000195,221.20000000000002,1.0,Raw Materials
4051,1001495-002,SENS:ADAPT:NATURAL:GOKU:P3_WINDOW,B10,1001495-002-0000000196,221.20000000000002,1.0,Raw Materials
4051,1001495-002,SENS:ADAPT:NATURAL:GOKU:P3_WINDOW,B10,1001495-002-0000000197,221.20000000000002,1.0,Raw Materials
4051,1001495-002,SENS:ADAPT:NATURAL:GOKU:P3_WINDOW,B10,1001495-002-0000000198,221.20000000000002,1.0,Raw Materials
4051,1001495-002,SENS:ADAPT:NATURAL:GOKU:P3_WINDOW,B10,1001495-002-0000000199,221.20000000000002,1.0,Raw Materials
3408,1001473-003,ENG:CMP:MEC:DICEROS:HEAT:SINK:TOP,D8,1001473-003-0000000013,178.7817,1.0,Raw Materials
3379,1001104-005,ENG:CMP:MEC:DICEROS:PHOTODIODE:SUPPORT,D9,1001104-005-0000000005,19.77,32.0,Raw Materials
3379,1001104-005,ENG:CMP:MEC:DICEROS:PHOTODIODE:SUPPORT,D9,1001104-005-0000000006,19.77,73.0,Raw Materials
3379,1001104-005,ENG:CMP:MEC:DICEROS:PHOTODIODE:SUPPORT,D9,1001104-005-0000000007,19.77,8.0,Raw Materials
2835,1001147-026,ASY:PCA:FORTUNA-LUMBERING,D3,1001147-026-0000000403,779.61,1.0,Raw Materials
2835,1001147-026,ASY:PCA:FORTUNA-LUMBERING,D3,1001147-026-0000000404,779.61,1.0,Raw Materials
2835,1001147-026,ASY:PCA:FORTUNA-LUMBERING,D3,1001147-026-0000000405,779.61,1.0,Raw Materials
2835,1001147-026,ASY:PCA:FORTUNA-LUMBERING,D3,1001147-026-0000000406,779.61,1.0,Raw Materials
2835,1001147-026,ASY:PCA:FORTUNA-LUMBERING,D3,1001147-026-0000000407,779.61,1.0,Raw Materials
3443,1001105-003,ENG:CMP:MEC:DICEROS:LASER:CLAMP,D9,1001105-003-0000000010,24.48,20.0,Raw Materials
3443,1001105-003,ENG:CMP:MEC:DICEROS:LASER:CLAMP,D9,1001105-003-0000000009,24.48,3.0,Raw Materials
4013,1004004-002,SEN:CMP:MEC:GOKU5:PRISM2:BRACKET,B3,1004004-002-0000000008,280.8236,19.0,Raw Materials
3832,1004005-001,SEN:CMP:MEC:BLK:GOKU5:CONDUIT:FIBRE:ORG,B3,1004005-001-0000000009,39.362300000000005,20.0,Raw Materials
7165,1007165-001,SEN:CMP:ASY:GOKU5:CABLE (copy),D12,1007165-001-0000000004,92.08,3.0,Raw Materials
7235,1007235-001,CMP:ELC:BARREL:JACK:BULKHEAD:IP68:5.0A:30V:2.5MM (copy),C8,1007235-001-0000000001,6.904,5.0,Raw Materials
8862,1007679-007,CMP:MEC:ENG:DIAMOND:ENGINE:TUBE (copy),Stock,1007679-007-0000000005,446.2171,1.0,Raw Materials
7338,1007338-001,ASY:CBL:DEUTSCH:BARREL (copy),D12,,18.82,8.0,Raw Materials
7064,1007064-001,SYS:CMP:PKG:EQUUS:FOAM:2CH:ACC (copy),Loading Dock,1007064-001-0000000002,149.0,26.0,Raw Materials
7234,1007234-001,BARREL:JACK:6.5A:2.1MM:5.5MM (copy),C10,1007234-001-0000000002,6.5600000000000005,19.0,Raw Materials
7235,1007235-001,CMP:ELC:BARREL:JACK:BULKHEAD:IP68:5.0A:30V:2.5MM (copy),C8,1007235-001-0000000002,6.904,11.0,Raw Materials
2729,1001805-005,ACCS:BLACK:FAN_MOUNT:SHEET METAL,C4,1001805-005-0000000006,73.0269,7.0,Raw Materials
3494,1006059-001,HS:12.0MM:1-4:BLACK:ADH,C8,1006059-001-0000000001,43.538000000000004,13.66,Raw Materials
7042,1007042-001,ENG:CBL:EDFA:DICEROS:BLUE (copy),D8,1007042-001-0000000003,21.9575,24.0,Raw Materials
7400,1007400-001,ASY:CBL:DEUTSCH:WIRE (copy),D10,,11.051400000000001,16.0,Raw Materials
7409,1007409-001,SYS:ADP:BLK:PLA:CONDUIT:RILL_PA6:M16 (copy),D6,1007409-001-0000000001,33.523,2.0,Raw Materials
4201,1004861-001,TOOL:SCOPE:FIBRE:LC:ADAPTER,B7,,217.21120000000002,5.0,Raw Materials
7402,1007402-001,TOOL:CLEANER:FIBRE:TAPE:TYPE:B (copy),B7,,91.8571,5.0,Raw Materials
4178,1005111-001,SYS:CMP:POL:BLK:TUBING:HEAT_SHRINK:3.2MM,C4,1005111-001-0000000004,3.188,28.0,Raw Materials
7403,1007403-001,CMP:OPT:FIBRE:SPLITTER:CAP (copy),B3,1007403-001-0000000001,2.1,7.0,Raw Materials
7164,1007164-001,ASY:CBL:ANGIE:ENGINE:2CH_PTP (copy),D12,1007164-001-0000000002,341.34180000000003,1.0,Raw Materials
7164,1007164-001,ASY:CBL:ANGIE:ENGINE:2CH_PTP (copy),D12,1007164-001-0000000003,341.34180000000003,1.0,Raw Materials
7164,1007164-001,ASY:CBL:ANGIE:ENGINE:2CH_PTP (copy),D12,1007164-001-0000000004,341.34180000000003,1.0,Raw Materials
7253,1007253-001,CMP:MEC:ENG:FAN_MOUNT_BASE_PLATE (copy),C5,1007253-001-0000000002,39.5,5.0,Raw Materials
7252,1007252-001,CMP:MEC:ENG:FAN_MOUNT_BASE_PLATE,C5,1007252-001-0000000002,30.25,5.0,Raw Materials
7164,1007164-001,ASY:CBL:ANGIE:ENGINE:2CH_PTP (copy),D12,1007164-001-0000000010,341.34180000000003,1.0,Raw Materials
7476,1007476-001,CON:CMP:MEC:SCW:PENTAFORCE:CSK:SS:M5:40MM (copy),D2,1007476-001-0000000002,16.2,1.0,Raw Materials
7476,1007476-001,CON:CMP:MEC:SCW:PENTAFORCE:CSK:SS:M5:40MM (copy),D2,1007476-001-0000000005,16.2,1.0,Raw Materials
